FileFormat,CSV
Year,2022
Month,06
Day,24
Hour,23
Minute,29
Second,03
Pressure,,"units=mb"
Temperature,,"units=deg C"
RH,,"units=%"
Speed,,"units=m/s"
Direction,,"units=deg"
Latitude,24.9976,"units=deg"
Longitude,121.4420,"units=deg"
Altitude,9.7,"units=m"
GpsAltitude,9.7,"units=m"
Ascending,"true"
Comments,""
DataType,""
EquipmentType,"0"
PlatformType,""
PlatformId,""
Project,"PRECIP-2022"
Flight,""
PtuWindTimeDiff,"0"
RadiationCorr,"0"
TrackingType,"19"
SondeId,"no record"
SondeModel,""
Operator,""
LaunchObsSource,"unknown"
LaunchObsTime,"unknown"
SvnRevision,"V3.4.6"
SvnLastChangedDate,"Fri Apr 30 16:17:27 2021 -0600"
Agency,""
AspenVersion,"Aspen V3.4.6"
Flight,""
PlatformId,""
PlatformType,""
ProcessingTime,"22 Nov 2022 21:18 UTC"
Project,"PRECIP-2022"
QCDisclaimer,""
SondeId,"no record"
SoundingDescription,"46692_2022062500.L1.csv "
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,GPS Altitude,Dewpoint,Uwnd,Vwnd,Ascent
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m,deg C,m/s,m/s,m/s
Data,1904.9,271.90,-33.70,62.90,10.00,357.80,,,10403.0,,-38.51,0.38,-9.99,
Data,1905.9,271.70,-33.70,62.60,10.00,357.80,,,10407.0,,-38.56,0.38,-9.99,
Data,1906.9,271.50,-33.70,62.10,10.00,357.90,,,10414.0,,-38.64,0.37,-9.99,
Data,1907.9,271.30,-33.80,61.30,9.90,358.00,,,10418.0,,-38.87,0.35,-9.89,
Data,1908.9,271.10,-33.80,59.80,9.90,358.00,,,10423.0,,-39.12,0.35,-9.89,
Data,1909.9,270.90,-33.80,58.20,9.80,358.10,,,10428.0,,-39.39,0.32,-9.79,
Data,1910.9,270.70,-33.90,57.10,9.80,358.20,,,10433.0,,-39.68,0.31,-9.80,
Data,1911.9,270.50,-33.90,57.10,9.70,358.40,,,10437.0,,-39.68,0.27,-9.70,
Data,1912.9,270.30,-33.90,57.80,9.70,358.50,,,10442.0,,-39.55,0.25,-9.70,
Data,1913.9,270.10,-34.00,58.80,9.60,358.60,,,10447.0,,-39.48,0.23,-9.60,
Data,1914.9,269.90,-34.00,59.90,9.60,358.80,,,10451.0,,-39.29,0.20,-9.60,
Data,1915.9,269.80,-34.10,60.90,9.50,358.90,,,10456.0,,-39.22,0.18,-9.50,
Data,1916.9,269.60,-34.10,61.40,9.50,359.10,,,10462.0,,-39.14,0.15,-9.50,
Data,1917.9,269.40,-34.20,61.60,9.40,359.30,,,10466.0,,-39.20,0.11,-9.40,
Data,1918.9,269.20,-34.20,61.60,9.40,359.50,,,10472.0,,-39.20,0.08,-9.40,
Data,1919.9,269.00,-34.30,61.70,9.30,359.70,,,10477.0,,-39.28,0.05,-9.30,
Data,1920.9,268.80,-34.30,62.20,9.30,359.90,,,10482.0,,-39.20,0.02,-9.30,
Data,1921.9,268.60,-34.40,63.00,9.20,0.10,,,10488.0,,-39.16,-0.02,-9.20,
Data,1922.9,268.40,-34.40,63.80,9.20,0.30,,,10493.0,,-39.04,-0.05,-9.20,
Data,1923.9,268.20,-34.40,64.40,9.10,0.50,,,10499.0,,-38.94,-0.08,-9.10,
Data,1924.9,268.00,-34.50,64.80,9.10,0.70,,,10503.0,,-38.98,-0.11,-9.10,
Data,1925.9,267.80,-34.50,65.20,9.10,0.90,,,10509.0,,-38.91,-0.14,-9.10,
Data,1926.9,267.60,-34.60,65.40,9.00,1.10,,,10514.0,,-38.98,-0.17,-9.00,
Data,1927.9,267.40,-34.60,65.50,9.00,1.30,,,10519.0,,-38.96,-0.20,-9.00,
Data,1928.9,267.20,-34.60,65.50,9.00,1.50,,,10524.0,,-38.96,-0.24,-9.00,
Data,1929.9,267.00,-34.60,65.10,8.90,1.60,,,10529.0,,-39.02,-0.25,-8.90,
Data,1930.9,266.80,-34.60,64.00,8.90,1.80,,,10534.0,,-39.20,-0.28,-8.90,
Data,1931.9,266.60,-34.70,62.10,8.90,1.90,,,10539.0,,-39.60,-0.30,-8.90,
Data,1932.9,266.40,-34.70,60.10,8.80,2.00,,,10543.0,,-39.93,-0.31,-8.79,
Data,1933.9,266.20,-34.70,59.20,8.80,2.20,,,10549.0,,-40.08,-0.34,-8.79,
Data,1934.9,266.00,-34.80,59.30,8.80,2.30,,,10555.0,,-40.16,-0.35,-8.79,
Data,1935.9,265.80,-34.80,59.60,8.80,2.30,,,10560.0,,-40.11,-0.35,-8.79,
Data,1936.9,265.60,-34.90,59.80,8.80,2.40,,,10565.0,,-40.17,-0.37,-8.79,
Data,1937.9,265.40,-34.90,59.70,8.70,2.40,,,10570.0,,-40.18,-0.36,-8.69,
Data,1938.9,265.20,-34.90,59.90,8.70,2.40,,,10575.0,,-40.15,-0.36,-8.69,
Data,1939.9,265.10,-35.00,60.10,8.70,2.40,,,10580.0,,-40.21,-0.36,-8.69,
Data,1940.9,264.90,-35.00,60.10,8.70,2.40,,,10584.0,,-40.21,-0.36,-8.69,
Data,1941.9,264.70,-35.10,59.70,8.70,2.40,,,10589.0,,-40.38,-0.36,-8.69,
Data,1942.9,264.50,-35.10,59.30,8.70,2.30,,,10594.0,,-40.44,-0.35,-8.69,
Data,1943.9,264.30,-35.20,59.00,8.70,2.30,,,10599.0,,-40.59,-0.35,-8.69,
Data,1944.9,264.20,-35.20,59.10,8.70,2.20,,,10603.0,,-40.57,-0.33,-8.69,
Data,1945.9,264.00,-35.20,59.30,8.70,2.10,,,10607.0,,-40.54,-0.32,-8.69,
Data,1946.9,263.80,-35.30,59.40,8.60,2.00,,,10613.0,,-40.62,-0.30,-8.59,
Data,1947.9,263.60,-35.30,59.50,8.60,1.90,,,10617.0,,-40.60,-0.29,-8.60,
Data,1948.9,263.40,-35.40,59.70,8.60,1.70,,,10622.0,,-40.66,-0.26,-8.60,
Data,1949.9,263.20,-35.40,60.10,8.60,1.60,,,10628.0,,-40.60,-0.24,-8.60,
Data,1950.9,263.00,-35.40,60.40,8.60,1.40,,,10633.0,,-40.55,-0.21,-8.60,
Data,1951.9,262.90,-35.50,60.50,8.60,1.30,,,10638.0,,-40.63,-0.20,-8.60,
Data,1952.9,262.70,-35.50,60.30,8.60,1.10,,,10643.0,,-40.66,-0.17,-8.60,
Data,1953.9,262.50,-35.50,60.20,8.60,0.90,,,10648.0,,-40.68,-0.14,-8.60,
Data,1954.9,262.30,-35.60,60.10,8.60,0.70,,,10652.0,,-40.79,-0.11,-8.60,
Data,1955.9,262.10,-35.60,60.00,8.60,0.50,,,10657.0,,-40.80,-0.08,-8.60,
Data,1956.9,261.90,-35.70,60.10,8.70,0.30,,,10662.0,,-40.88,-0.05,-8.70,
Data,1957.9,261.70,-35.70,60.40,8.70,0.10,,,10667.0,,-40.83,-0.02,-8.70,
Data,1958.9,261.50,-35.80,60.70,8.60,359.80,,,10672.0,,-40.88,0.03,-8.60,
Data,1959.9,261.40,-35.80,60.80,8.60,359.60,,,10678.0,,-40.86,0.06,-8.60,
Data,1960.9,261.20,-35.90,60.70,8.60,359.40,,,10683.0,,-40.98,0.09,-8.60,
Data,1961.9,261.00,-35.90,60.60,8.60,359.10,,,10687.0,,-40.99,0.14,-8.60,
Data,1962.9,260.80,-36.00,60.80,8.60,358.90,,,10693.0,,-41.05,0.17,-8.60,
Data,1963.9,260.60,-36.00,61.30,8.60,358.60,,,10698.0,,-40.97,0.21,-8.60,
Data,1964.9,260.40,-36.00,62.00,8.60,358.30,,,10702.0,,-40.86,0.26,-8.60,
Data,1965.9,260.20,-36.10,62.90,8.60,358.10,,,10708.0,,-40.81,0.29,-8.60,
Data,1966.9,260.00,-36.10,63.50,8.60,357.80,,,10713.0,,-40.72,0.33,-8.59,
Data,1967.9,259.90,-36.20,63.90,8.50,357.60,,,10717.0,,-40.75,0.36,-8.49,
Data,1968.9,259.70,-36.20,64.20,8.50,357.30,,,10721.0,,-40.71,0.40,-8.49,
Data,1969.9,259.50,-36.30,64.30,8.50,357.10,,,10728.0,,-40.79,0.43,-8.49,
Data,1970.9,259.30,-36.30,64.20,8.40,356.90,,,10732.0,,-40.80,0.45,-8.39,
Data,1971.9,259.10,-36.30,63.70,8.40,356.70,,,10737.0,,-40.88,0.48,-8.39,
Data,1972.9,258.90,-36.40,62.90,8.40,356.50,,,10742.0,,-41.10,0.51,-8.38,
Data,1973.9,258.70,-36.40,62.30,8.40,356.30,,,10748.0,,-41.20,0.54,-8.38,
Data,1974.9,258.50,-36.40,61.80,8.30,356.10,,,10753.0,,-41.28,0.56,-8.28,
Data,1975.9,258.30,-36.50,61.50,8.30,356.00,,,10758.0,,-41.42,0.58,-8.28,
Data,1976.9,258.10,-36.50,61.00,8.20,355.90,,,10763.0,,-41.50,0.59,-8.18,
Data,1977.9,258.00,-36.50,60.30,8.20,355.70,,,10769.0,,-41.62,0.61,-8.18,
Data,1978.9,257.80,-36.60,59.40,8.20,355.60,,,10774.0,,-41.86,0.63,-8.18,
Data,1979.9,257.60,-36.60,58.80,8.10,355.60,,,10779.0,,-41.96,0.62,-8.08,
Data,1980.9,257.40,-36.60,58.40,8.10,355.50,,,10783.0,,-42.03,0.64,-8.08,
Data,1981.9,257.20,-36.60,58.30,8.10,355.50,,,10788.0,,-42.04,0.64,-8.08,
Data,1982.9,257.00,-36.70,58.40,8.10,355.50,,,10794.0,,-42.12,0.64,-8.08,
Data,1983.9,256.80,-36.70,58.50,8.00,355.50,,,10799.0,,-42.11,0.63,-7.98,
Data,1984.9,256.60,-36.80,58.80,8.00,355.60,,,10804.0,,-42.15,0.61,-7.98,
Data,1985.9,256.40,-36.80,59.10,8.00,355.60,,,10808.0,,-42.10,0.61,-7.98,
Data,1986.9,256.30,-36.90,59.60,7.90,355.70,,,10814.0,,-42.11,0.59,-7.88,
Data,1987.9,256.10,-36.90,60.40,7.90,355.70,,,10818.0,,-41.98,0.59,-7.88,
Data,1988.9,255.90,-37.00,61.20,7.90,355.80,,,10825.0,,-41.95,0.58,-7.88,
Data,1989.9,255.70,-37.00,61.70,7.80,355.90,,,10830.0,,-41.87,0.56,-7.78,
Data,1990.9,255.50,-37.10,62.00,7.80,356.00,,,10836.0,,-41.92,0.54,-7.78,
Data,1991.9,255.30,-37.10,62.30,7.80,356.10,,,10840.0,,-41.87,0.53,-7.78,
Data,1992.9,255.10,-37.20,62.50,7.70,356.30,,,10845.0,,-41.93,0.50,-7.68,
Data,1993.9,254.90,-37.20,62.60,7.70,356.40,,,10850.0,,-41.92,0.48,-7.68,
Data,1994.9,254.70,-37.30,62.60,7.70,356.50,,,10854.0,,-42.01,0.47,-7.69,
Data,1995.9,254.50,-37.30,62.70,7.60,356.70,,,10861.0,,-42.00,0.44,-7.59,
Data,1996.9,254.30,-37.40,62.90,7.60,356.90,,,10866.0,,-42.06,0.41,-7.59,
Data,1997.9,254.10,-37.40,63.20,7.60,357.00,,,10871.0,,-42.01,0.40,-7.59,
Data,1998.9,253.90,-37.50,63.40,7.50,357.20,,,10877.0,,-42.08,0.37,-7.49,
Data,1999.9,253.70,-37.50,63.70,7.50,357.40,,,10883.0,,-42.03,0.34,-7.49,
Data,2000.9,253.50,-37.60,64.00,7.40,357.60,,,10891.0,,-42.08,0.31,-7.39,
Data,2001.9,253.30,-37.60,64.00,7.40,357.80,,,10896.0,,-42.08,0.28,-7.39,
Data,2002.9,253.10,-37.70,63.70,7.30,358.00,,,10901.0,,-42.23,0.25,-7.30,
Data,2003.9,252.90,-37.70,63.40,7.30,358.30,,,10908.0,,-42.27,0.22,-7.30,
Data,2004.9,252.70,-37.70,63.50,7.20,358.50,,,10912.0,,-42.26,0.19,-7.20,
Data,2005.9,252.50,-37.80,63.90,7.20,358.80,,,10917.0,,-42.29,0.15,-7.20,
Data,2006.9,252.30,-37.80,64.50,7.10,359.00,,,10922.0,,-42.20,0.12,-7.10,
Data,2007.9,252.10,-37.90,65.00,7.10,359.30,,,10926.0,,-42.22,0.09,-7.10,
Data,2008.9,251.90,-38.00,65.30,7.00,359.60,,,10932.0,,-42.27,0.05,-7.00,
Data,2009.9,251.70,-38.00,65.70,7.00,359.90,,,10938.0,,-42.21,0.01,-7.00,
Data,2010.9,251.50,-38.10,66.00,7.00,0.30,,,10945.0,,-42.26,-0.04,-7.00,
Data,2011.9,251.30,-38.10,66.20,6.90,0.60,,,10950.0,,-42.23,-0.07,-6.90,
Data,2012.9,251.10,-38.20,66.30,6.90,1.00,,,10955.0,,-42.31,-0.12,-6.90,
Data,2013.9,250.90,-38.20,66.20,6.90,1.30,,,10961.0,,-42.33,-0.16,-6.90,
Data,2014.9,250.70,-38.30,65.90,6.90,1.70,,,10966.0,,-42.47,-0.20,-6.90,
Data,2015.9,250.50,-38.30,65.10,6.80,2.10,,,10970.0,,-42.59,-0.25,-6.80,
Data,2016.9,250.30,-38.30,64.00,6.80,2.40,,,10976.0,,-42.76,-0.28,-6.79,
Data,2017.9,250.10,-38.40,63.20,6.80,2.80,,,10982.0,,-42.98,-0.33,-6.79,
Data,2018.9,249.90,-38.40,62.80,6.80,3.20,,,10987.0,,-43.04,-0.38,-6.79,
Data,2019.9,249.70,-38.50,62.70,6.80,3.50,,,10992.0,,-43.15,-0.42,-6.79,
Data,2020.9,249.50,-38.50,62.50,6.80,3.90,,,10999.0,,-43.18,-0.46,-6.78,
Data,2021.9,249.30,-38.60,62.00,6.80,4.20,,,11006.0,,-43.36,-0.50,-6.78,
Data,2022.9,249.10,-38.60,61.60,6.80,4.50,,,11011.0,,-43.42,-0.53,-6.78,
Data,2023.9,248.90,-38.60,61.30,6.80,4.80,,,11017.0,,-43.47,-0.57,-6.78,
Data,2024.9,248.70,-38.70,61.30,6.80,5.10,,,11022.0,,-43.56,-0.60,-6.77,
Data,2025.9,248.50,-38.70,61.30,6.80,5.40,,,11027.0,,-43.56,-0.64,-6.77,
Data,2026.9,248.30,-38.80,61.60,6.80,5.60,,,11031.0,,-43.61,-0.66,-6.77,
Data,2027.9,248.10,-38.80,61.80,6.80,5.80,,,11035.0,,-43.58,-0.69,-6.77,
Data,2028.9,247.90,-38.90,62.20,6.80,5.90,,,11042.0,,-43.61,-0.70,-6.76,
Data,2029.9,247.80,-38.90,62.80,6.90,6.10,,,11046.0,,-43.52,-0.73,-6.86,
Data,2030.9,247.60,-39.00,63.60,6.90,6.20,,,11051.0,,-43.49,-0.75,-6.86,
Data,2031.9,247.40,-39.00,64.30,6.90,6.30,,,11057.0,,-43.39,-0.76,-6.86,
Data,2032.9,247.20,-39.10,64.90,6.90,6.30,,,11062.0,,-43.39,-0.76,-6.86,
Data,2033.9,247.00,-39.10,65.40,6.80,6.30,,,11068.0,,-43.32,-0.75,-6.76,
Data,2034.9,246.80,-39.20,65.80,6.80,6.30,,,11072.0,,-43.35,-0.75,-6.76,
Data,2035.9,246.70,-39.20,66.10,6.80,6.20,,,11077.0,,-43.31,-0.73,-6.76,
Data,2036.9,246.50,-39.20,65.90,6.80,6.20,,,11082.0,,-43.34,-0.73,-6.76,
Data,2037.9,246.30,-39.30,65.10,6.80,6.10,,,11086.0,,-43.55,-0.72,-6.76,
Data,2038.9,246.20,-39.30,63.90,6.80,5.90,,,11090.0,,-43.73,-0.70,-6.76,
Data,2039.9,246.00,-39.40,62.60,6.70,5.80,,,11095.0,,-44.03,-0.68,-6.67,
Data,2040.9,245.80,-39.40,61.80,6.70,5.60,,,11100.0,,-44.15,-0.65,-6.67,
Data,2041.9,245.60,-39.50,61.70,6.70,5.40,,,11105.0,,-44.27,-0.63,-6.67,
Data,2042.9,245.40,-39.50,62.20,6.70,5.20,,,11111.0,,-44.19,-0.61,-6.67,
Data,2043.9,245.20,-39.60,62.90,6.60,5.00,,,11116.0,,-44.18,-0.58,-6.57,
Data,2044.9,245.10,-39.60,63.30,6.60,4.80,,,11122.0,,-44.11,-0.55,-6.58,
Data,2045.9,244.90,-39.60,63.30,6.50,4.60,,,11127.0,,-44.11,-0.52,-6.48,
Data,2046.9,244.70,-39.70,63.10,6.50,4.40,,,11131.0,,-44.24,-0.50,-6.48,
Data,2047.9,244.50,-39.70,63.10,6.50,4.20,,,11137.0,,-44.24,-0.48,-6.48,
Data,2048.9,244.30,-39.80,63.60,6.40,4.10,,,11143.0,,-44.26,-0.46,-6.38,
Data,2049.9,244.10,-39.80,64.20,6.40,3.90,,,11148.0,,-44.17,-0.44,-6.39,
Data,2050.9,243.90,-39.90,64.70,6.30,3.70,,,11152.0,,-44.19,-0.41,-6.29,
Data,2051.9,243.70,-39.90,65.10,6.30,3.60,,,11158.0,,-44.13,-0.40,-6.29,
Data,2052.9,243.60,-40.00,65.50,6.20,3.50,,,11164.0,,-44.17,-0.38,-6.19,
Data,2053.9,243.40,-40.00,65.80,6.20,3.40,,,11169.0,,-44.13,-0.37,-6.19,
Data,2054.9,243.20,-40.10,65.90,6.10,3.30,,,11174.0,,-44.21,-0.35,-6.09,
Data,2055.9,243.00,-40.10,66.00,6.10,3.30,,,11180.0,,-44.19,-0.35,-6.09,
Data,2056.9,242.80,-40.20,66.20,6.00,3.20,,,11184.0,,-44.26,-0.33,-5.99,
Data,2057.9,242.60,-40.20,66.60,6.00,3.20,,,11188.0,,-44.20,-0.33,-5.99,
Data,2058.9,242.50,-40.30,67.10,5.90,3.30,,,11194.0,,-44.23,-0.34,-5.89,
Data,2059.9,242.30,-40.40,67.70,5.90,3.30,,,11199.0,,-44.24,-0.34,-5.89,
Data,2060.9,242.10,-40.40,68.10,5.80,3.40,,,11205.0,,-44.18,-0.34,-5.79,
Data,2061.9,241.90,-40.50,68.20,5.80,3.40,,,11211.0,,-44.26,-0.34,-5.79,
Data,2062.9,241.70,-40.50,67.80,5.70,3.50,,,11217.0,,-44.32,-0.35,-5.69,
Data,2063.9,241.50,-40.50,67.30,5.70,3.60,,,11219.0,,-44.39,-0.36,-5.69,
Data,2064.9,241.40,-40.60,66.90,5.70,3.70,,,11224.0,,-44.54,-0.37,-5.69,
Data,2065.9,241.20,-40.60,67.00,5.60,3.70,,,11229.0,,-44.53,-0.36,-5.59,
Data,2066.9,241.00,-40.70,67.30,5.60,3.80,,,11235.0,,-44.58,-0.37,-5.59,
Data,2067.9,240.80,-40.70,67.50,5.60,3.90,,,11240.0,,-44.55,-0.38,-5.59,
Data,2068.9,240.70,-40.80,67.50,5.50,3.90,,,11245.0,,-44.65,-0.37,-5.49,
Data,2069.9,240.50,-40.80,67.40,5.50,3.90,,,11249.0,,-44.67,-0.37,-5.49,
Data,2070.9,240.30,-40.80,67.30,5.50,4.00,,,11255.0,,-44.68,-0.38,-5.49,
Data,2071.9,240.10,-40.90,67.50,5.50,4.00,,,11261.0,,-44.75,-0.38,-5.49,
Data,2072.9,239.90,-41.00,67.70,5.50,4.00,,,11266.0,,-44.82,-0.38,-5.49,
Data,2073.9,239.70,-41.00,67.70,5.50,3.90,,,11271.0,,-44.82,-0.37,-5.49,
Data,2074.9,239.50,-41.00,67.70,5.50,3.90,,,11277.0,,-44.82,-0.37,-5.49,
Data,2075.9,239.30,-41.10,67.70,5.50,3.90,,,11283.0,,-44.91,-0.37,-5.49,
Data,2076.9,239.20,-41.10,67.90,5.50,3.80,,,11288.0,,-44.88,-0.36,-5.49,
Data,2077.9,239.00,-41.20,68.10,5.50,3.80,,,11293.0,,-44.95,-0.36,-5.49,
Data,2078.9,238.80,-41.20,68.20,5.50,3.70,,,11297.0,,-44.94,-0.35,-5.49,
Data,2079.9,238.60,-41.30,68.30,5.50,3.70,,,11302.0,,-45.02,-0.35,-5.49,
Data,2080.9,238.50,-41.30,68.20,5.50,3.60,,,11308.0,,-45.04,-0.35,-5.49,
Data,2081.9,238.30,-41.40,68.10,5.50,3.60,,,11312.0,,-45.15,-0.35,-5.49,
Data,2082.9,238.10,-41.40,68.00,5.50,3.50,,,11316.0,,-45.16,-0.34,-5.49,
Data,2083.9,237.90,-41.50,68.00,5.50,3.50,,,11323.0,,-45.26,-0.34,-5.49,
Data,2084.9,237.80,-41.50,68.20,5.50,3.50,,,11326.0,,-45.23,-0.34,-5.49,
Data,2085.9,237.60,-41.60,68.50,5.50,3.50,,,11333.0,,-45.28,-0.34,-5.49,
Data,2086.9,237.40,-41.60,68.70,5.50,3.50,,,11337.0,,-45.26,-0.34,-5.49,
Data,2087.9,237.30,-41.60,68.90,5.50,3.60,,,11341.0,,-45.23,-0.35,-5.49,
Data,2088.9,237.10,-41.70,69.00,5.50,3.60,,,11345.0,,-45.31,-0.35,-5.49,
Data,2089.9,236.90,-41.70,69.00,5.50,3.70,,,11351.0,,-45.31,-0.35,-5.49,
Data,2090.9,236.80,-41.80,68.90,5.50,3.80,,,11357.0,,-45.42,-0.36,-5.49,
Data,2091.9,236.60,-41.80,68.50,5.50,3.90,,,11362.0,,-45.48,-0.37,-5.49,
Data,2092.9,236.40,-41.80,68.00,5.50,4.00,,,11366.0,,-45.55,-0.38,-5.49,
Data,2093.9,236.30,-41.90,67.10,5.50,4.10,,,11371.0,,-45.77,-0.39,-5.49,
Data,2094.9,236.10,-41.90,66.30,5.60,4.20,,,11375.0,,-45.89,-0.41,-5.58,
Data,2095.9,235.90,-42.00,65.60,5.60,4.30,,,11380.0,,-46.08,-0.42,-5.58,
Data,2096.9,235.70,-42.00,65.20,5.60,4.50,,,11384.0,,-46.14,-0.44,-5.58,
Data,2097.9,235.60,-42.00,65.30,5.60,4.60,,,11389.0,,-46.13,-0.45,-5.58,
Data,2098.9,235.40,-42.10,65.70,5.60,4.70,,,11395.0,,-46.17,-0.46,-5.58,
Data,2099.9,235.20,-42.20,66.30,5.60,4.80,,,11401.0,,-46.18,-0.47,-5.58,
Data,2100.9,235.00,-42.20,66.90,5.60,5.00,,,11407.0,,-46.09,-0.49,-5.58,
Data,2101.9,234.80,-42.30,67.30,5.60,5.10,,,11412.0,,-46.13,-0.50,-5.58,
Data,2102.9,234.60,-42.30,67.40,5.60,5.10,,,11419.0,,-46.12,-0.50,-5.58,
Data,2103.9,234.40,-42.40,67.20,5.60,5.20,,,11425.0,,-46.24,-0.51,-5.58,
Data,2104.9,234.20,-42.40,66.80,5.60,5.30,,,11432.0,,-46.30,-0.52,-5.58,
Data,2105.9,234.00,-42.50,66.00,5.60,5.30,,,11436.0,,-46.51,-0.52,-5.58,
Data,2106.9,233.80,-42.50,65.10,5.60,5.40,,,11442.0,,-46.64,-0.53,-5.58,
Data,2107.9,233.60,-42.60,64.30,5.60,5.40,,,11447.0,,-46.85,-0.53,-5.58,
Data,2108.9,233.40,-42.60,63.80,5.60,5.40,,,11452.0,,-46.93,-0.53,-5.58,
Data,2109.9,233.20,-42.70,63.60,5.70,5.40,,,11458.0,,-47.05,-0.54,-5.67,
Data,2110.9,233.00,-42.70,63.90,5.70,5.40,,,11464.0,,-47.01,-0.54,-5.67,
Data,2111.9,232.80,-42.80,64.40,5.70,5.30,,,11470.0,,-47.03,-0.53,-5.68,
Data,2112.9,232.60,-42.80,65.00,5.70,5.30,,,11474.0,,-46.94,-0.53,-5.68,
Data,2113.9,232.40,-42.90,65.60,5.70,5.20,,,11481.0,,-46.95,-0.52,-5.68,
Data,2114.9,232.30,-42.90,66.20,5.70,5.20,,,11486.0,,-46.87,-0.52,-5.68,
Data,2115.9,232.10,-42.90,66.90,5.70,5.10,,,11491.0,,-46.77,-0.51,-5.68,
Data,2116.9,231.90,-43.00,67.50,5.70,5.00,,,11495.0,,-46.78,-0.50,-5.68,
Data,2117.9,231.80,-43.00,68.10,5.70,4.90,,,11500.0,,-46.70,-0.49,-5.68,
Data,2118.9,231.60,-43.10,68.60,5.80,4.80,,,11505.0,,-46.72,-0.49,-5.78,
Data,2119.9,231.40,-43.10,69.10,5.80,4.70,,,11510.0,,-46.65,-0.48,-5.78,
Data,2120.9,231.30,-43.20,69.30,5.80,4.60,,,11515.0,,-46.72,-0.47,-5.78,
Data,2121.9,231.10,-43.20,69.30,5.80,4.50,,,11519.0,,-46.72,-0.46,-5.78,
Data,2122.9,230.90,-43.30,69.30,5.80,4.30,,,11523.0,,-46.82,-0.43,-5.78,
Data,2123.9,230.70,-43.30,69.30,5.80,4.20,,,11530.0,,-46.82,-0.42,-5.78,
Data,2124.9,230.50,-43.40,69.30,5.90,4.00,,,11536.0,,-46.92,-0.41,-5.89,
Data,2125.9,230.30,-43.40,69.40,5.90,3.80,,,11541.0,,-46.90,-0.39,-5.89,
Data,2126.9,230.20,-43.50,69.40,5.90,3.60,,,11547.0,,-47.00,-0.37,-5.89,
Data,2127.9,230.00,-43.50,69.40,5.90,3.40,,,11552.0,,-47.00,-0.35,-5.89,
Data,2128.9,229.80,-43.60,69.20,5.90,3.10,,,11558.0,,-47.13,-0.32,-5.89,
Data,2129.9,229.60,-43.60,68.90,5.90,2.80,,,11564.0,,-47.17,-0.29,-5.89,
Data,2130.9,229.40,-43.70,68.40,6.00,2.50,,,11568.0,,-47.33,-0.26,-5.99,
Data,2131.9,229.30,-43.70,68.00,6.00,2.20,,,11573.0,,-47.39,-0.23,-6.00,
Data,2132.9,229.10,-43.80,67.90,6.00,1.90,,,11578.0,,-47.50,-0.20,-6.00,
Data,2133.9,228.90,-43.80,67.90,6.00,1.50,,,11583.0,,-47.50,-0.16,-6.00,
Data,2134.9,228.70,-43.80,68.20,6.00,1.10,,,11589.0,,-47.46,-0.12,-6.00,
Data,2135.9,228.60,-43.90,68.60,6.00,0.70,,,11593.0,,-47.50,-0.07,-6.00,
Data,2136.9,228.40,-43.90,69.10,6.00,0.30,,,11598.0,,-47.43,-0.03,-6.00,
Data,2137.9,228.20,-44.00,69.30,6.00,359.80,,,11603.0,,-47.50,0.02,-6.00,
Data,2138.9,228.00,-44.10,69.30,6.00,359.40,,,11610.0,,-47.60,0.06,-6.00,
Data,2139.9,227.90,-44.10,69.00,6.00,358.90,,,11613.0,,-47.64,0.12,-6.00,
Data,2140.9,227.70,-44.10,68.40,6.00,358.40,,,11618.0,,-47.72,0.17,-6.00,
Data,2141.9,227.50,-44.20,67.50,6.10,358.00,,,11625.0,,-47.94,0.21,-6.10,
Data,2142.9,227.30,-44.20,66.70,6.10,357.50,,,11630.0,,-48.05,0.27,-6.09,
Data,2143.9,227.10,-44.30,66.00,6.10,357.00,,,11636.0,,-48.25,0.32,-6.09,
Data,2144.9,227.00,-44.30,65.70,6.10,356.60,,,11641.0,,-48.29,0.36,-6.09,
Data,2145.9,226.80,-44.40,65.40,6.10,356.20,,,11645.0,,-48.43,0.40,-6.09,
Data,2146.9,226.60,-44.40,65.30,6.10,355.80,,,11651.0,,-48.44,0.45,-6.08,
Data,2147.9,226.40,-44.40,65.60,6.10,355.40,,,11657.0,,-48.40,0.49,-6.08,
Data,2148.9,226.20,-44.50,66.10,6.10,355.00,,,11662.0,,-48.43,0.53,-6.08,
Data,2149.9,226.10,-44.50,66.70,6.10,354.70,,,11667.0,,-48.34,0.56,-6.07,
Data,2150.9,225.90,-44.60,66.90,6.10,354.40,,,11672.0,,-48.41,0.60,-6.07,
Data,2151.9,225.70,-44.60,66.80,6.10,354.20,,,11677.0,,-48.42,0.62,-6.07,
Data,2152.9,225.50,-44.70,66.50,6.10,354.00,,,11683.0,,-48.56,0.64,-6.07,
Data,2153.9,225.40,-44.70,66.20,6.10,353.80,,,11688.0,,-48.61,0.66,-6.06,
Data,2154.9,225.20,-44.80,66.00,6.10,353.60,,,11692.0,,-48.73,0.68,-6.06,
Data,2155.9,225.00,-44.80,66.20,6.10,353.50,,,11697.0,,-48.70,0.69,-6.06,
Data,2156.9,224.90,-44.90,66.80,6.10,353.50,,,11702.0,,-48.71,0.69,-6.06,
