FileFormat,CSV
Year,2022
Month,06
Day,24
Hour,23
Minute,29
Second,03
Pressure,,"units=mb"
Temperature,,"units=deg C"
RH,,"units=%"
Speed,,"units=m/s"
Direction,,"units=deg"
Latitude,24.9976,"units=deg"
Longitude,121.4420,"units=deg"
Altitude,9.7,"units=m"
GpsAltitude,9.7,"units=m"
Ascending,"true"
Comments,""
DataType,""
EquipmentType,"0"
PlatformType,""
PlatformId,""
Project,"PRECIP-2022"
Flight,""
PtuWindTimeDiff,"0"
RadiationCorr,"0"
TrackingType,"19"
SondeId,"no record"
SondeModel,""
Operator,""
LaunchObsSource,"unknown"
LaunchObsTime,"unknown"
SvnRevision,"V3.4.6"
SvnLastChangedDate,"Fri Apr 30 16:17:27 2021 -0600"
Agency,""
AspenVersion,"Aspen V3.4.6"
Flight,""
PlatformId,""
PlatformType,""
ProcessingTime,"22 Nov 2022 21:18 UTC"
Project,"PRECIP-2022"
QCDisclaimer,""
SondeId,"no record"
SoundingDescription,"46692_2022062500.L1.csv "
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,GPS Altitude,Dewpoint,Uwnd,Vwnd,Ascent
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m,deg C,m/s,m/s,m/s
Data,279.9,848.10,20.00,69.20,2.40,283.60,,,1525.0,,14.27,2.33,-0.56,
Data,280.9,847.50,19.90,69.10,2.30,286.00,,,1530.0,,14.16,2.21,-0.63,
Data,281.9,846.90,19.90,69.00,2.30,288.50,,,1536.0,,14.13,2.18,-0.73,
Data,282.9,846.30,19.90,68.90,2.20,291.10,,,1543.0,,14.11,2.05,-0.79,
Data,283.9,845.80,19.80,68.70,2.20,293.90,,,1549.0,,13.97,2.01,-0.89,
Data,284.9,845.20,19.80,68.40,2.10,296.80,,,1554.0,,13.91,1.87,-0.95,
Data,285.9,844.60,19.80,68.10,2.10,299.70,,,1560.0,,13.84,1.82,-1.04,
Data,286.9,844.10,19.80,67.80,2.10,302.70,,,1565.0,,13.77,1.77,-1.13,
Data,287.9,843.50,19.80,67.40,2.10,305.70,,,1571.0,,13.68,1.71,-1.23,
Data,288.9,843.00,19.80,67.20,2.00,308.70,,,1577.0,,13.64,1.56,-1.25,
Data,289.9,842.50,19.70,67.10,2.00,311.70,,,1582.0,,13.52,1.49,-1.33,
Data,290.9,841.90,19.70,67.20,2.00,314.50,,,1587.0,,13.54,1.43,-1.40,
Data,291.9,841.40,19.70,67.30,2.10,317.20,,,1593.0,,13.56,1.43,-1.54,
Data,292.9,840.90,19.70,67.20,2.10,319.80,,,1598.0,,13.54,1.36,-1.60,
Data,293.9,840.40,19.60,67.30,2.10,322.30,,,1602.0,,13.47,1.28,-1.66,
Data,294.9,839.80,19.60,67.50,2.10,324.60,,,1609.0,,13.51,1.22,-1.71,
Data,295.9,839.30,19.60,67.80,2.10,326.70,,,1615.0,,13.58,1.15,-1.76,
Data,296.9,838.80,19.50,67.90,2.10,328.80,,,1620.0,,13.51,1.09,-1.80,
Data,297.9,838.20,19.50,67.90,2.20,330.70,,,1625.0,,13.51,1.08,-1.92,
Data,298.9,837.70,19.50,67.80,2.20,332.50,,,1632.0,,13.48,1.02,-1.95,
Data,299.9,837.10,19.40,67.90,2.20,334.20,,,1636.0,,13.41,0.96,-1.98,
Data,300.9,836.60,19.40,68.00,2.20,335.90,,,1642.0,,13.43,0.90,-2.01,
Data,301.9,836.00,19.30,68.10,2.20,337.50,,,1649.0,,13.36,0.84,-2.03,
Data,302.9,835.40,19.30,68.30,2.20,339.10,,,1654.0,,13.40,0.78,-2.06,
Data,303.9,834.90,19.20,68.50,2.20,340.60,,,1660.0,,13.35,0.73,-2.08,
Data,304.9,834.40,19.20,68.70,2.20,342.20,,,1666.0,,13.40,0.67,-2.09,
Data,305.9,833.80,19.10,68.80,2.20,343.80,,,1671.0,,13.32,0.61,-2.11,
Data,306.9,833.30,19.10,69.00,2.20,345.40,,,1677.0,,13.37,0.55,-2.13,
Data,307.9,832.80,19.00,69.20,2.20,347.10,,,1683.0,,13.31,0.49,-2.14,
Data,308.9,832.20,19.00,69.30,2.20,348.80,,,1688.0,,13.33,0.43,-2.16,
Data,309.9,831.70,19.00,69.30,2.20,350.70,,,1692.0,,13.33,0.36,-2.17,
Data,310.9,831.20,18.90,69.40,2.20,352.70,,,1696.0,,13.26,0.28,-2.18,
Data,311.9,830.60,18.90,69.60,2.20,354.80,,,1703.0,,13.30,0.20,-2.19,
Data,312.9,830.00,18.90,69.80,2.20,357.00,,,1710.0,,13.35,0.12,-2.20,
Data,313.9,829.40,18.80,69.80,2.20,359.40,,,1717.0,,13.25,0.02,-2.20,
Data,314.9,828.90,18.80,69.90,2.20,1.90,,,1723.0,,13.27,-0.07,-2.20,
Data,315.9,828.30,18.70,69.90,2.20,4.50,,,1729.0,,13.18,-0.17,-2.19,
Data,316.9,827.70,18.70,70.00,2.20,7.20,,,1734.0,,13.20,-0.28,-2.18,
Data,317.9,827.10,18.60,70.10,2.20,10.00,,,1740.0,,13.12,-0.38,-2.17,
Data,318.9,826.60,18.60,70.30,2.20,12.90,,,1746.0,,13.17,-0.49,-2.14,
Data,319.9,826.00,18.60,70.40,2.20,15.80,,,1752.0,,13.19,-0.60,-2.12,
Data,320.9,825.40,18.50,70.50,2.20,18.80,,,1758.0,,13.11,-0.71,-2.08,
Data,321.9,824.90,18.50,70.60,2.20,21.70,,,1762.0,,13.13,-0.81,-2.04,
Data,322.9,824.30,18.40,71.00,2.20,24.50,,,1770.0,,13.12,-0.91,-2.00,
Data,323.9,823.70,18.40,71.20,2.30,27.30,,,1776.0,,13.17,-1.05,-2.04,
Data,324.9,823.10,18.30,71.30,2.30,29.90,,,1782.0,,13.09,-1.15,-1.99,
Data,325.9,822.50,18.30,71.50,2.30,32.40,,,1789.0,,13.13,-1.23,-1.94,
Data,326.9,821.90,18.20,71.60,2.40,34.80,,,1795.0,,13.06,-1.37,-1.97,
Data,327.9,821.40,18.20,71.70,2.40,37.10,,,1802.0,,13.08,-1.45,-1.91,
Data,328.9,820.80,18.10,71.60,2.50,39.20,,,1807.0,,12.96,-1.58,-1.94,
Data,329.9,820.20,18.10,71.50,2.50,41.20,,,1812.0,,12.94,-1.65,-1.88,
Data,330.9,819.70,18.10,71.60,2.50,43.00,,,1817.0,,12.96,-1.71,-1.83,
Data,331.9,819.10,18.10,72.10,2.60,44.70,,,1823.0,,13.07,-1.83,-1.85,
Data,332.9,818.60,18.00,72.90,2.60,46.30,,,1830.0,,13.14,-1.88,-1.80,
Data,333.9,818.00,18.00,73.60,2.60,47.60,,,1836.0,,13.28,-1.92,-1.75,
Data,334.9,817.40,18.00,74.00,2.70,48.90,,,1841.0,,13.36,-2.03,-1.77,
Data,335.9,816.90,18.00,74.40,2.70,50.00,,,1847.0,,13.45,-2.07,-1.74,
Data,336.9,816.30,18.00,74.70,2.70,51.00,,,1853.0,,13.51,-2.10,-1.70,
Data,337.9,815.70,18.00,74.80,2.70,51.80,,,1861.0,,13.53,-2.12,-1.67,
Data,338.9,815.10,18.00,74.70,2.80,52.50,,,1867.0,,13.51,-2.22,-1.70,
Data,339.9,814.50,18.00,74.50,2.80,53.20,,,1872.0,,13.47,-2.24,-1.68,
Data,340.9,814.00,18.00,74.40,2.80,53.70,,,1878.0,,13.45,-2.26,-1.66,
Data,341.9,813.40,18.00,74.30,2.80,54.10,,,1883.0,,13.43,-2.27,-1.64,
Data,342.9,812.80,18.00,74.10,2.80,54.30,,,1889.0,,13.38,-2.27,-1.63,
Data,343.9,812.30,18.00,73.40,2.80,54.50,,,1895.0,,13.24,-2.28,-1.63,
Data,344.9,811.70,18.00,72.00,2.80,54.60,,,1903.0,,12.95,-2.28,-1.62,
Data,345.9,811.20,18.10,70.00,2.80,54.50,,,1909.0,,12.62,-2.28,-1.63,
Data,346.9,810.60,18.10,68.50,2.80,54.40,,,1914.0,,12.29,-2.28,-1.63,
Data,347.9,810.10,18.10,67.40,2.80,54.10,,,1920.0,,12.05,-2.27,-1.64,
Data,348.9,809.50,18.10,65.70,2.80,53.80,,,1924.0,,11.67,-2.26,-1.65,
Data,349.9,809.00,18.10,64.10,2.80,53.40,,,1930.0,,11.30,-2.25,-1.67,
Data,350.9,808.40,18.20,63.50,2.90,52.90,,,1935.0,,11.25,-2.31,-1.75,
Data,351.9,807.90,18.10,63.80,2.90,52.30,,,1942.0,,11.23,-2.29,-1.77,
Data,352.9,807.30,18.10,64.40,2.90,51.70,,,1949.0,,11.37,-2.28,-1.80,
Data,353.9,806.70,18.10,65.00,2.90,51.10,,,1955.0,,11.51,-2.26,-1.82,
Data,354.9,806.20,18.00,65.70,2.90,50.40,,,1961.0,,11.57,-2.23,-1.85,
Data,355.9,805.60,17.90,66.30,2.90,49.70,,,1967.0,,11.61,-2.21,-1.88,
Data,356.9,805.00,17.90,66.70,2.90,49.00,,,1974.0,,11.70,-2.19,-1.90,
Data,357.9,804.50,17.80,66.60,2.90,48.30,,,1980.0,,11.58,-2.17,-1.93,
Data,358.9,803.90,17.80,66.00,2.90,47.60,,,1984.0,,11.45,-2.14,-1.96,
Data,359.9,803.30,17.80,65.70,2.90,46.90,,,1990.0,,11.38,-2.12,-1.98,
Data,360.9,802.80,17.70,65.70,2.90,46.20,,,1997.0,,11.29,-2.09,-2.01,
Data,361.9,802.20,17.70,65.20,3.00,45.60,,,2002.0,,11.17,-2.14,-2.10,
Data,362.9,801.60,17.60,64.50,3.00,45.00,,,2009.0,,10.92,-2.12,-2.12,
Data,363.9,801.10,17.60,63.80,3.00,44.40,,,2015.0,,10.75,-2.10,-2.14,
Data,364.9,800.50,17.60,63.40,3.00,44.00,,,2021.0,,10.66,-2.08,-2.16,
Data,365.9,799.90,17.60,63.00,3.00,43.50,,,2028.0,,10.57,-2.07,-2.18,
Data,366.9,799.40,17.50,62.80,3.00,43.20,,,2034.0,,10.42,-2.05,-2.19,
Data,367.9,798.80,17.50,62.60,3.00,42.90,,,2039.0,,10.38,-2.04,-2.20,
Data,368.9,798.30,17.40,62.50,3.00,42.80,,,2044.0,,10.26,-2.04,-2.20,
Data,369.9,797.70,17.40,62.60,3.00,42.60,,,2050.0,,10.28,-2.03,-2.21,
Data,370.9,797.10,17.30,62.70,2.90,42.60,,,2057.0,,10.21,-1.96,-2.13,
Data,371.9,796.60,17.30,62.70,2.90,42.70,,,2065.0,,10.21,-1.97,-2.13,
Data,372.9,796.00,17.20,62.50,2.90,42.80,,,2070.0,,10.07,-1.97,-2.13,
Data,373.9,795.40,17.20,61.90,2.90,43.00,,,2076.0,,9.92,-1.98,-2.12,
Data,374.9,794.90,17.20,61.20,2.90,43.30,,,2082.0,,9.76,-1.99,-2.11,
Data,375.9,794.30,17.10,60.60,2.90,43.70,,,2087.0,,9.52,-2.00,-2.10,
Data,376.9,793.80,17.10,60.60,2.90,44.10,,,2093.0,,9.52,-2.02,-2.08,
Data,377.9,793.30,17.00,61.10,2.90,44.60,,,2098.0,,9.54,-2.04,-2.06,
Data,378.9,792.70,17.00,61.60,2.90,45.10,,,2104.0,,9.66,-2.05,-2.05,
Data,379.9,792.20,16.90,61.90,2.90,45.70,,,2111.0,,9.64,-2.08,-2.03,
Data,380.9,791.70,16.90,62.10,2.90,46.30,,,2117.0,,9.69,-2.10,-2.00,
Data,381.9,791.10,16.80,62.10,2.90,46.90,,,2121.0,,9.59,-2.12,-1.98,
Data,382.9,790.60,16.80,62.40,2.90,47.50,,,2127.0,,9.66,-2.14,-1.96,
Data,383.9,790.10,16.70,62.70,2.90,48.10,,,2133.0,,9.64,-2.16,-1.94,
Data,384.9,789.60,16.70,63.00,2.90,48.60,,,2138.0,,9.71,-2.18,-1.92,
Data,385.9,789.10,16.70,63.20,2.90,49.20,,,2144.0,,9.76,-2.20,-1.89,
Data,386.9,788.60,16.60,63.00,2.90,49.80,,,2150.0,,9.61,-2.22,-1.87,
Data,387.9,788.00,16.60,62.70,2.90,50.30,,,2154.0,,9.54,-2.23,-1.85,
Data,388.9,787.50,16.60,62.70,3.00,50.70,,,2161.0,,9.54,-2.32,-1.90,
Data,389.9,787.00,16.50,62.80,3.00,51.10,,,2166.0,,9.47,-2.33,-1.88,
Data,390.9,786.50,16.50,62.90,3.00,51.50,,,2173.0,,9.49,-2.35,-1.87,
Data,391.9,785.90,16.50,63.10,3.00,51.80,,,2178.0,,9.54,-2.36,-1.86,
Data,392.9,785.40,16.40,63.30,3.00,52.10,,,2183.0,,9.49,-2.37,-1.84,
Data,393.9,784.90,16.40,63.60,3.00,52.30,,,2190.0,,9.56,-2.37,-1.83,
Data,394.9,784.40,16.30,64.00,3.00,52.60,,,2195.0,,9.56,-2.38,-1.82,
Data,395.9,783.90,16.30,64.70,3.00,52.80,,,2200.0,,9.72,-2.39,-1.81,
Data,396.9,783.30,16.20,65.50,3.00,53.00,,,2207.0,,9.81,-2.40,-1.81,
Data,397.9,782.80,16.20,66.00,3.00,53.10,,,2213.0,,9.92,-2.40,-1.80,
Data,398.9,782.30,16.10,65.90,3.00,53.30,,,2217.0,,9.80,-2.41,-1.79,
Data,399.9,781.80,16.10,65.70,3.00,53.50,,,2223.0,,9.76,-2.41,-1.78,
Data,400.9,781.30,16.10,65.80,3.00,53.60,,,2228.0,,9.78,-2.41,-1.78,
Data,401.9,780.80,16.00,67.10,3.00,53.80,,,2234.0,,9.97,-2.42,-1.77,
Data,402.9,780.30,16.00,69.20,3.00,54.00,,,2239.0,,10.43,-2.43,-1.76,
Data,403.9,779.80,16.00,70.40,3.00,54.20,,,2245.0,,10.68,-2.43,-1.75,
Data,404.9,779.30,15.90,69.90,3.00,54.40,,,2250.0,,10.48,-2.44,-1.75,
Data,405.9,778.80,15.90,69.00,3.00,54.70,,,2256.0,,10.29,-2.45,-1.73,
Data,406.9,778.30,15.90,68.20,2.90,55.10,,,2260.0,,10.12,-2.38,-1.66,
Data,407.9,777.80,15.90,67.60,2.90,55.50,,,2266.0,,9.99,-2.39,-1.64,
Data,408.9,777.20,15.80,66.90,2.90,55.90,,,2273.0,,9.74,-2.40,-1.63,
Data,409.9,776.70,15.80,65.70,2.90,56.40,,,2280.0,,9.47,-2.42,-1.60,
Data,410.9,776.10,15.80,65.00,2.90,56.90,,,2286.0,,9.31,-2.43,-1.58,
Data,411.9,775.60,15.80,64.70,2.90,57.40,,,2291.0,,9.24,-2.44,-1.56,
Data,412.9,775.10,15.80,64.50,2.90,58.10,,,2296.0,,9.20,-2.46,-1.53,
Data,413.9,774.50,15.80,64.10,2.90,58.70,,,2301.0,,9.11,-2.48,-1.51,
Data,414.9,774.00,15.90,63.50,2.90,59.40,,,2307.0,,9.06,-2.50,-1.48,
Data,415.9,773.40,15.90,63.30,2.90,60.10,,,2313.0,,9.02,-2.51,-1.45,
Data,416.9,772.90,15.90,63.30,2.90,60.90,,,2320.0,,9.02,-2.53,-1.41,
Data,417.9,772.30,15.80,63.40,2.90,61.70,,,2327.0,,8.94,-2.55,-1.37,
Data,418.9,771.70,15.80,63.50,2.90,62.50,,,2334.0,,8.97,-2.57,-1.34,
Data,419.9,771.10,15.80,63.70,2.90,63.30,,,2340.0,,9.01,-2.59,-1.30,
Data,420.9,770.60,15.80,64.10,2.90,64.10,,,2347.0,,9.11,-2.61,-1.27,
Data,421.9,770.00,15.80,64.20,2.90,64.90,,,2354.0,,9.13,-2.63,-1.23,
Data,422.9,769.50,15.70,64.30,2.90,65.70,,,2360.0,,9.06,-2.64,-1.19,
Data,423.9,769.00,15.70,64.60,2.90,66.50,,,2363.0,,9.12,-2.66,-1.16,
Data,424.9,768.50,15.70,64.80,2.90,67.20,,,2369.0,,9.17,-2.67,-1.12,
Data,425.9,768.10,15.60,64.60,2.90,67.80,,,2374.0,,9.03,-2.69,-1.10,
Data,426.9,767.60,15.60,64.00,2.90,68.50,,,2379.0,,8.89,-2.70,-1.06,
Data,427.9,767.10,15.60,63.50,2.90,69.10,,,2383.0,,8.78,-2.71,-1.03,
Data,428.9,766.60,15.50,63.40,2.90,69.60,,,2388.0,,8.66,-2.72,-1.01,
Data,429.9,766.10,15.50,63.60,2.90,70.10,,,2395.0,,8.70,-2.73,-0.99,
Data,430.9,765.60,15.40,63.90,3.00,70.50,,,2400.0,,8.68,-2.83,-1.00,
Data,431.9,765.10,15.40,64.30,3.00,70.90,,,2406.0,,8.77,-2.83,-0.98,
Data,432.9,764.60,15.30,64.60,3.00,71.30,,,2413.0,,8.74,-2.84,-0.96,
Data,433.9,764.10,15.30,64.90,3.00,71.60,,,2418.0,,8.81,-2.85,-0.95,
Data,434.9,763.60,15.20,65.40,3.00,71.90,,,2424.0,,8.83,-2.85,-0.93,
Data,435.9,763.10,15.20,66.10,3.00,72.20,,,2429.0,,8.98,-2.86,-0.92,
Data,436.9,762.60,15.10,66.60,3.00,72.40,,,2433.0,,9.00,-2.86,-0.91,
Data,437.9,762.10,15.10,66.70,3.00,72.60,,,2439.0,,9.02,-2.86,-0.90,
Data,438.9,761.60,15.00,66.70,3.00,72.80,,,2445.0,,8.92,-2.87,-0.89,
Data,439.9,761.10,15.00,66.80,2.90,73.00,,,2452.0,,8.95,-2.77,-0.85,
Data,440.9,760.60,14.90,67.10,2.90,73.10,,,2457.0,,8.92,-2.77,-0.84,
Data,441.9,760.10,14.90,67.30,2.90,73.30,,,2463.0,,8.96,-2.78,-0.83,
Data,442.9,759.60,14.80,67.60,2.90,73.60,,,2469.0,,8.93,-2.78,-0.82,
Data,443.9,759.10,14.80,67.70,2.90,73.80,,,2474.0,,8.95,-2.78,-0.81,
Data,444.9,758.60,14.80,67.80,2.90,74.10,,,2479.0,,8.97,-2.79,-0.79,
Data,445.9,758.10,14.70,67.80,2.90,74.50,,,2484.0,,8.88,-2.79,-0.77,
Data,446.9,757.60,14.70,67.80,2.90,74.90,,,2490.0,,8.88,-2.80,-0.76,
Data,447.9,757.10,14.60,67.80,2.90,75.40,,,2496.0,,8.78,-2.81,-0.73,
Data,448.9,756.60,14.60,67.90,2.90,76.10,,,2502.0,,8.80,-2.82,-0.70,
Data,449.9,756.10,14.60,68.10,2.80,76.80,,,2507.0,,8.85,-2.73,-0.64,
Data,450.9,755.60,14.50,68.30,2.80,77.60,,,2514.0,,8.79,-2.73,-0.60,
Data,451.9,755.10,14.50,68.20,2.80,78.50,,,2519.0,,8.77,-2.74,-0.56,
Data,452.9,754.60,14.40,68.00,2.80,79.50,,,2524.0,,8.63,-2.75,-0.51,
Data,453.9,754.10,14.40,67.80,2.80,80.70,,,2529.0,,8.59,-2.76,-0.45,
Data,454.9,753.60,14.40,67.80,2.80,81.90,,,2536.0,,8.59,-2.77,-0.39,
Data,455.9,753.10,14.30,67.80,2.80,83.30,,,2541.0,,8.49,-2.78,-0.33,
Data,456.9,752.60,14.30,68.10,2.80,84.70,,,2546.0,,8.56,-2.79,-0.26,
Data,457.9,752.20,14.30,68.30,2.80,86.20,,,2552.0,,8.60,-2.79,-0.19,
Data,458.9,751.70,14.20,68.20,2.90,87.70,,,2556.0,,8.48,-2.90,-0.12,
Data,459.9,751.30,14.20,68.20,2.90,89.30,,,2561.0,,8.48,-2.90,-0.04,
Data,460.9,750.80,14.20,68.40,2.90,90.90,,,2567.0,,8.53,-2.90,0.05,
Data,461.9,750.40,14.10,68.60,2.90,92.40,,,2571.0,,8.47,-2.90,0.12,
Data,462.9,749.90,14.10,68.90,3.00,94.00,,,2576.0,,8.54,-2.99,0.21,
Data,463.9,749.40,14.10,69.20,3.00,95.50,,,2581.0,,8.60,-2.99,0.29,
Data,464.9,748.90,14.00,69.50,3.00,97.00,,,2586.0,,8.57,-2.98,0.37,
Data,465.9,748.40,14.00,69.90,3.10,98.40,,,2592.0,,8.65,-3.07,0.45,
Data,466.9,747.90,13.90,70.20,3.10,99.70,,,2599.0,,8.62,-3.06,0.52,
Data,467.9,747.40,13.90,70.40,3.20,100.80,,,2605.0,,8.66,-3.14,0.60,
Data,468.9,746.90,13.80,70.70,3.20,101.90,,,2610.0,,8.63,-3.13,0.66,
Data,469.9,746.40,13.70,71.20,3.30,102.90,,,2617.0,,8.63,-3.22,0.74,
Data,470.9,745.90,13.70,71.70,3.30,103.70,,,2622.0,,8.74,-3.21,0.78,
Data,471.9,745.40,13.60,72.20,3.40,104.50,,,2627.0,,8.74,-3.29,0.85,
Data,472.9,744.90,13.60,72.70,3.40,105.10,,,2633.0,,8.84,-3.28,0.89,
Data,473.9,744.30,13.50,73.10,3.50,105.60,,,2639.0,,8.83,-3.37,0.94,
Data,474.9,743.80,13.40,73.30,3.60,106.10,,,2645.0,,8.77,-3.46,1.00,
Data,475.9,743.30,13.40,73.50,3.60,106.40,,,2651.0,,8.81,-3.45,1.02,
Data,476.9,742.70,13.30,73.70,3.70,106.80,,,2657.0,,8.75,-3.54,1.07,
Data,477.9,742.20,13.30,73.80,3.70,107.00,,,2664.0,,8.77,-3.54,1.08,
Data,478.9,741.70,13.20,74.00,3.70,107.20,,,2669.0,,8.71,-3.53,1.09,
Data,479.9,741.10,13.20,74.10,3.80,107.40,,,2676.0,,8.73,-3.63,1.14,
Data,480.9,740.60,13.10,74.00,3.80,107.60,,,2683.0,,8.62,-3.62,1.15,
Data,481.9,740.00,13.10,73.70,3.80,107.70,,,2689.0,,8.56,-3.62,1.16,
Data,482.9,739.50,13.10,73.20,3.90,107.90,,,2694.0,,8.46,-3.71,1.20,
Data,483.9,739.00,13.00,72.60,3.90,108.10,,,2700.0,,8.24,-3.71,1.21,
Data,484.9,738.50,13.00,72.10,3.90,108.30,,,2707.0,,8.14,-3.70,1.22,
Data,485.9,738.00,13.00,71.90,3.90,108.60,,,2712.0,,8.10,-3.70,1.24,
Data,486.9,737.50,13.00,71.90,3.90,109.00,,,2719.0,,8.10,-3.69,1.27,
Data,487.9,737.00,13.00,71.90,3.90,109.50,,,2723.0,,8.10,-3.68,1.30,
Data,488.9,736.50,12.90,72.10,3.90,110.00,,,2729.0,,8.04,-3.66,1.33,
Data,489.9,736.00,12.90,72.10,3.90,110.70,,,2736.0,,8.04,-3.65,1.38,
Data,490.9,735.50,12.90,71.90,3.90,111.50,,,2741.0,,8.00,-3.63,1.43,
Data,491.9,735.00,12.80,71.60,3.80,112.50,,,2746.0,,7.85,-3.51,1.45,
Data,492.9,734.50,12.80,71.20,3.80,113.60,,,2751.0,,7.76,-3.48,1.52,
Data,493.9,734.00,12.80,71.00,3.70,114.80,,,2757.0,,7.72,-3.36,1.55,
Data,494.9,733.50,12.80,71.00,3.70,116.30,,,2763.0,,7.72,-3.32,1.64,
Data,495.9,733.00,12.80,71.00,3.60,117.90,,,2770.0,,7.72,-3.18,1.68,
Data,496.9,732.50,12.80,70.60,3.60,119.70,,,2775.0,,7.64,-3.13,1.78,
Data,497.9,732.00,12.80,69.90,3.50,121.70,,,2781.0,,7.50,-2.98,1.84,
Data,498.9,731.40,12.80,69.30,3.50,123.90,,,2787.0,,7.37,-2.91,1.95,
Data,499.9,730.90,12.80,69.10,3.40,126.30,,,2792.0,,7.33,-2.74,2.01,
Data,500.9,730.40,12.70,69.20,3.40,128.90,,,2798.0,,7.25,-2.65,2.14,
Data,501.9,729.90,12.70,69.20,3.30,131.60,,,2804.0,,7.25,-2.47,2.19,
Data,502.9,729.40,12.70,69.20,3.30,134.40,,,2810.0,,7.25,-2.36,2.31,
Data,503.9,728.80,12.70,69.10,3.30,137.30,,,2816.0,,7.23,-2.24,2.43,
Data,504.9,728.30,12.60,69.10,3.30,140.30,,,2824.0,,7.14,-2.11,2.54,
Data,505.9,727.80,12.60,69.00,3.20,143.40,,,2830.0,,7.12,-1.91,2.57,
Data,506.9,727.30,12.60,68.70,3.20,146.40,,,2835.0,,7.05,-1.77,2.67,
Data,507.9,726.80,12.60,68.60,3.20,149.30,,,2842.0,,7.03,-1.63,2.75,
Data,508.9,726.30,12.60,68.40,3.30,152.20,,,2847.0,,6.99,-1.54,2.92,
Data,509.9,725.80,12.50,68.10,3.30,154.90,,,2853.0,,6.83,-1.40,2.99,
Data,510.9,725.30,12.50,67.80,3.30,157.40,,,2859.0,,6.76,-1.27,3.05,
Data,511.9,724.90,12.50,67.70,3.30,159.80,,,2864.0,,6.74,-1.14,3.10,
Data,512.9,724.40,12.50,67.40,3.40,162.00,,,2867.0,,6.68,-1.05,3.23,
Data,513.9,724.00,12.50,66.90,3.40,164.00,,,2873.0,,6.57,-0.94,3.27,
Data,514.9,723.50,12.60,66.10,3.40,165.80,,,2877.0,,6.49,-0.83,3.30,
Data,515.9,723.10,12.60,65.00,3.50,167.50,,,2882.0,,6.25,-0.76,3.42,
Data,516.9,722.60,12.70,63.40,3.50,168.90,,,2887.0,,5.99,-0.67,3.43,
Data,517.9,722.10,12.90,61.20,3.50,170.20,,,2894.0,,5.67,-0.60,3.45,
Data,518.9,721.60,13.10,59.20,3.60,171.20,,,2901.0,,5.39,-0.55,3.56,
Data,519.9,721.10,13.20,57.50,3.60,172.20,,,2906.0,,5.06,-0.49,3.57,
Data,520.9,720.60,13.30,56.50,3.60,173.00,,,2912.0,,4.91,-0.44,3.57,
Data,521.9,720.10,13.40,56.10,3.60,173.70,,,2919.0,,4.90,-0.40,3.58,
Data,522.9,719.60,13.40,55.90,3.60,174.20,,,2924.0,,4.85,-0.36,3.58,
Data,523.9,719.10,13.40,55.90,3.70,174.60,,,2929.0,,4.85,-0.35,3.68,
Data,524.9,718.60,13.40,56.00,3.70,174.90,,,2935.0,,4.87,-0.33,3.69,
Data,525.9,718.10,13.30,56.20,3.70,175.10,,,2943.0,,4.83,-0.32,3.69,
Data,526.9,717.60,13.30,56.30,3.70,175.30,,,2948.0,,4.86,-0.30,3.69,
Data,527.9,717.20,13.20,56.40,3.70,175.40,,,2953.0,,4.79,-0.30,3.69,
Data,528.9,716.70,13.20,56.50,3.70,175.40,,,2958.0,,4.81,-0.30,3.69,
Data,529.9,716.30,13.20,56.70,3.70,175.30,,,2963.0,,4.86,-0.30,3.69,
Data,530.9,715.80,13.10,56.90,3.70,175.20,,,2967.0,,4.82,-0.31,3.69,
Data,531.9,715.40,13.10,57.10,3.70,175.00,,,2973.0,,4.87,-0.32,3.69,
Data,532.9,714.90,13.00,57.30,3.70,174.80,,,2979.0,,4.82,-0.34,3.68,
Data,533.9,714.40,13.00,57.40,3.80,174.60,,,2984.0,,4.85,-0.36,3.78,
Data,534.9,713.90,12.90,57.50,3.80,174.40,,,2991.0,,4.78,-0.37,3.78,
Data,535.9,713.40,12.90,57.60,3.80,174.20,,,2998.0,,4.80,-0.38,3.78,
Data,536.9,712.90,12.80,57.60,3.90,174.00,,,3003.0,,4.71,-0.41,3.88,
Data,537.9,712.40,12.80,57.60,3.90,173.80,,,3008.0,,4.71,-0.42,3.88,
Data,538.9,712.00,12.70,57.60,4.00,173.60,,,3013.0,,4.62,-0.45,3.98,
Data,539.9,711.50,12.70,57.60,4.00,173.50,,,3020.0,,4.62,-0.45,3.97,
Data,540.9,711.00,12.70,57.50,4.10,173.40,,,3024.0,,4.59,-0.47,4.07,
Data,541.9,710.50,12.70,57.50,4.20,173.30,,,3032.0,,4.59,-0.49,4.17,
Data,542.9,710.00,12.60,57.50,4.20,173.20,,,3037.0,,4.50,-0.50,4.17,
Data,543.9,709.50,12.60,57.60,4.30,173.20,,,3042.0,,4.52,-0.51,4.27,
Data,544.9,709.00,12.60,57.80,4.40,173.20,,,3047.0,,4.57,-0.52,4.37,
Data,545.9,708.50,12.50,58.00,4.50,173.30,,,3055.0,,4.53,-0.53,4.47,
Data,546.9,708.00,12.50,58.10,4.60,173.40,,,3061.0,,4.55,-0.53,4.57,
Data,547.9,707.50,12.40,58.10,4.60,173.50,,,3066.0,,4.46,-0.52,4.57,
